ticker,fyear,current_ratio,quick_ratio,cash_ratio,receivables_turnover,inventory_turnover,payables_turnover,total_asset_turnover,fixed_asset_turnover,days_sales_outstanding,days_inventory_outstanding,debt_ratio,debt_to_equity,equity_multiplier,times_interest_earned,gross_margin,operating_margin,net_margin,roa
HEI,2020,2.8143343317032006,,0.1800731830475413,,2.645195358888002,10.185397575007965,0.6323475924957942,12.491803163494037,,137.98602767602017,0.3658503892111406,0.6518209562075243,1.7816598681581381,,0.38853959648336267,0.21164457189851502,0.1458232197290801,0.092210961925669
HEI,2021,4.83338931253395,,1.6870555355136196,,2.8110317320185985,13.61167804803192,0.6308643865923207,12.531223711000841,,129.84556376312904,0.3709140908039014,0.6645345340340788,1.7916130729727695,,0.39590454975975936,0.22236162142624682,0.15950987693898808,0.10062910067053127
HEI,2022,3.178869370591427,,0.36726125881714594,,2.3476783655863716,13.658983440577076,0.5072322092817634,10.444450938505463,,155.4727450533179,0.2712323065898279,0.4192890987512102,1.5458670982925413,,0.3817143618191067,0.21077006327332432,0.17570364782717937,0.08912254946624511
HEI,2023,2.7389933445643315,,,,2.146603414736719,11.264593384299463,0.49136313697975864,10.293815485287707,,170.0360660447227,0.27337079562524297,0.42959730420822245,1.5714820715419302,103.39473684210526,0.3898965632942806,0.21059323078638267,0.16306101468524647,0.08012217169484519
HEI,2024,2.788553856512891,,,,1.6860096569810752,8.34602597660369,0.39118027725642285,8.56792231020823,,216.48749073807767,0.5055000908261679,1.1561064146637232,2.2870548109580593,130.74842105263158,0.39068532578129456,0.2249871169150151,0.15924987388614523,0.062295409819832656
HII,2015,1.8422256097560976,1.5967987804878048,0.805640243902439,6.570327552986512,,,1.1017770597738288,3.8058035714285716,55.55278592375367,,0.7873990306946688,7.307346326836582,9.280359820089956,4.338983050847458,,0.0750733137829912,0.038269794721407624,0.042164781906300484
HII,2016,1.792778649921507,1.6616954474097332,0.8186813186813187,6.588068181818182,,,1.119478638667632,3.844708483006355,55.40319103061665,,0.7267190254848533,2.9809335963182115,4.1019066403681785,4.395973154362416,,0.09414977720281731,0.04858415983901107,0.054388929117386756
HII,2017,1.5949367088607596,1.6038719285182428,0.7371556217423678,6.273458445040214,,,1.1449074451602381,3.6821400472069237,58.18162393162393,,0.7800464807436919,3.4424908424908427,4.4131868131868135,5.613138686131387,,0.10954415954415954,0.05754985754985755,0.06588926037674304
HII,2018,1.578001437814522,0.9511143062544932,0.6427030913012222,8.873822975517891,,,1.1422107304460245,3.3649131159247796,41.1322156196944,,0.7267002518891688,3.097986577181208,4.263087248322147,11.837837837837839,,0.12393887945670629,0.08106960950764007,0.09259857789269554
HII,2019,0.9540732640787315,0.5314379442318207,0.39365773646801533,21.85315712187959,,,1.1694169416941693,3.1449704142011834,16.702392151592527,,0.7635707561970505,2.9443436176648516,3.856019358741682,9.372340425531915,,0.11839806477623975,0.06437306813600323,0.07527895646707528
HII,2020,0.9444444444444444,0.5391534391534392,0.3708994708994709,28.687719298245614,,,1.281806067257192,3.0570200037390167,12.723214285714285,,0.852733824220586,3.09613196814562,3.630830489192264,16.396551724137932,,0.1163160469667319,0.1022504892367906,0.1310652974837344
HII,2021,1.0979335130278527,0.2861635220125786,0.1078167115902965,24.892307692307693,,,1.3268227225287013,3.063339070567986,14.663164400494438,,0.8897738586260845,4.12664907651715,4.637862796833773,10.514285714285714,,0.08270592201370941,0.06169232498033487,0.08185477858953333
